id; question_id;user_id;answer_id;created_at;updated_at;score
51;41;17;196;"2019-08-23 10:15:01";"2019-08-23 10:17:16.215925";1.0
52;41;14;196;"2019-08-23 10:12:48";"2019-08-23 10:17:26.699902";1.0
53;44;22;210;"2019-08-23 10:16:32";"2019-08-23 10:17:28.027952";0.0
54;41;20;196;"2019-08-23 10:15:21";"2019-08-23 10:17:30.259334";1.0
55;43;8;203;"2019-08-23 10:16:46";"2019-08-23 10:17:53.42601";1.0
56;42;21;200;"2019-08-23 10:15:53";"2019-08-23 10:17:54.954749";0.0
57;41;16;196;"2019-08-23 10:15:54";"2019-08-23 10:18:03.661154";1.0
58;44;13;209;"2019-08-23 10:16:47";"2019-08-23 10:18:14.391735";0.0
59;42;9;198;"2019-08-23 10:15:56";"2019-08-23 10:18:27.702115";0.0
60;43;12;203;"2019-08-23 10:17:02";"2019-08-23 10:18:33.884417";1.0
61;42;15;201;"2019-08-23 10:16:13";"2019-08-23 10:18:48.165639";1.0
62;42;23;199;"2019-08-23 10:14:39";"2019-08-23 10:18:50.908278";0.0
63;43;21;203;"2019-08-23 10:17:57";"2019-08-23 10:18:58.085881";1.0
64;42;14;200;"2019-08-23 10:17:28";"2019-08-23 10:19:09.048263";0.0
65;42;18;201;"2019-08-23 10:15:38";"2019-08-23 10:19:14.610323";1.0
66;45;22;217;"2019-08-23 10:17:30";"2019-08-23 10:19:27.339114";0.0
67;43;9;203;"2019-08-23 10:18:30";"2019-08-23 10:19:36.166846";1.0
68;41;11;196;"2019-08-23 10:16:55";"2019-08-23 10:19:57.14958";1.0
69;42;19;199;"2019-08-23 10:16:43";"2019-08-23 10:19:57.721968";0.0
70;45;13;213;"2019-08-23 10:18:19";"2019-08-23 10:20:08.651369";0.0
71;42;17;200;"2019-08-23 10:17:20";"2019-08-23 10:20:09.14276";0.0
72;44;8;209;"2019-08-23 10:17:55";"2019-08-23 10:20:10.923002";0.0
73;42;17;202;"2019-08-23 10:20:14";"2019-08-23 10:20:16.123347";0.0
74;44;8;209;"2019-08-23 10:20:13";"2019-08-23 10:20:19.534482";0.0
75;43;18;203;"2019-08-23 10:19:16";"2019-08-23 10:20:19.683453";1.0
76;41;22;196;"2019-08-23 10:19:36";"2019-08-23 10:20:25.993489";1.0
77;44;8;209;"2019-08-23 10:20:21";"2019-08-23 10:20:27.529817";0.0
78;43;14;203;"2019-08-23 10:19:12";"2019-08-23 10:20:32.058886";1.0
79;43;15;203;"2019-08-23 10:18:50";"2019-08-23 10:20:34.639295";1.0
80;43;23;203;"2019-08-23 10:19:03";"2019-08-23 10:20:36.240388";1.0
81;42;20;199;"2019-08-23 10:17:32";"2019-08-23 10:20:44.708184";0.0
82;42;8;200;"2019-08-23 10:20:39";"2019-08-23 10:20:44.895817";0.0
83;43;19;203;"2019-08-23 10:20:00";"2019-08-23 10:20:48.975205";1.0
84;42;16;201;"2019-08-23 10:18:05";"2019-08-23 10:20:50.583674";1.0
85;44;9;208;"2019-08-23 10:19:39";"2019-08-23 10:20:51.826904";1.0
86;43;17;203;"2019-08-23 10:20:19";"2019-08-23 10:21:08.106767";1.0
87;44;21;209;"2019-08-23 10:19:00";"2019-08-23 10:21:11.214442";0.0
88;43;16;203;"2019-08-23 10:20:53";"2019-08-23 10:21:45.274837";1.0
89;44;19;209;"2019-08-23 10:20:52";"2019-08-23 10:21:45.65788";0.0
90;44;12;209;"2019-08-23 10:18:40";"2019-08-23 10:21:50.746474";0.0
91;45;8;216;"2019-08-23 10:20:47";"2019-08-23 10:21:54.152529";0.0
92;44;18;209;"2019-08-23 10:20:23";"2019-08-23 10:21:54.601875";0.0
93;47;10;224;"2019-08-23 10:11:18";"2019-08-23 10:22:24.133789";0.0
94;44;14;208;"2019-08-23 10:20:34";"2019-08-23 10:22:35.866938";1.0
95;45;9;216;"2019-08-23 10:20:56";"2019-08-23 10:22:37.834856";0.0
96;44;17;210;"2019-08-23 10:21:10";"2019-08-23 10:22:53.320671";0.0
97;46;13;219;"2019-08-23 10:20:20";"2019-08-23 10:23:07.031641";0.0
98;43;20;203;"2019-08-23 10:21:59";"2019-08-23 10:23:29.841501";1.0
99;44;15;208;"2019-08-23 10:20:39";"2019-08-23 10:23:31.698248";1.0
101;42;11;199;"2019-08-23 10:19:59";"2019-08-23 10:23:43.180596";0.0
102;44;16;208;"2019-08-23 10:21:47";"2019-08-23 10:24:07.287696";1.0
100;45;19;214;"2019-08-23 10:21:47";"2019-08-23 10:23:34.806642";1.0
103;44;23;210;"2019-08-23 10:20:38";"2019-08-23 10:24:16.636245";0.0
104;45;17;215;"2019-08-23 10:22:55";"2019-08-23 10:24:21.951609";0.0
105;43;11;203;"2019-08-23 10:23:45";"2019-08-23 10:24:22.494656";1.0
106;45;12;217;"2019-08-23 10:21:54";"2019-08-23 10:24:26.667138";0.0
107;46;9;220;"2019-08-23 10:22:40";"2019-08-23 10:24:31.921196";0.0
108;46;8;220;"2019-08-23 10:21:56";"2019-08-23 10:24:33.780818";0.0
109;46;22;218;"2019-08-23 10:20:29";"2019-08-23 10:25:02.657898";1.0
110;45;18;214;"2019-08-23 10:21:58";"2019-08-23 10:25:19.250615";1.0
111;45;21;214;"2019-08-23 10:21:13";"2019-08-23 10:25:20.040712";1.0
112;45;14;214;"2019-08-23 10:22:38";"2019-08-23 10:25:28.1168";1.0
113;46;17;220;"2019-08-23 10:24:26";"2019-08-23 10:25:31.733955";0.0
114;44;20;209;"2019-08-23 10:23:34";"2019-08-23 10:25:50.585242";0.0
115;48;13;231;"2019-08-23 10:23:12";"2019-08-23 10:26:01.873828";1.0
116;45;16;214;"2019-08-23 10:24:11";"2019-08-23 10:26:06.036825";1.0
117;48;22;231;"2019-08-23 10:25:08";"2019-08-23 10:26:17.017104";1.0
118;45;15;214;"2019-08-23 10:23:33";"2019-08-23 10:26:38.680486";1.0
119;48;9;231;"2019-08-23 10:24:42";"2019-08-23 10:26:49.072421";1.0
120;44;11;209;"2019-08-23 10:24:26";"2019-08-23 10:26:55.667968";0.0
121;41;10;196;"2019-08-23 10:22:30";"2019-08-23 10:27:07.574854";1.0
122;46;19;220;"2019-08-23 10:23:37";"2019-08-23 10:27:09.214388";0.0
123;48;17;232;"2019-08-23 10:25:34";"2019-08-23 10:27:30.885626";0.0
124;48;8;230;"2019-08-23 10:24:35";"2019-08-23 10:27:31.939531";0.0
125;49;22;237;"2019-08-23 10:26:22";"2019-08-23 10:28:00.583504";0.0
126;46;14;220;"2019-08-23 10:25:30";"2019-08-23 10:28:07.120734";0.0
127;45;23;213;"2019-08-23 10:24:21";"2019-08-23 10:28:35.948084";0.0
128;49;13;236;"2019-08-23 10:26:10";"2019-08-23 10:28:39.172313";0.0
129;42;10;199;"2019-08-23 10:27:10";"2019-08-23 10:28:52.809853";0.0
130;45;20;214;"2019-08-23 10:25:54";"2019-08-23 10:29:07.530538";1.0
131;49;8;235;"2019-08-23 10:27:36";"2019-08-23 10:29:08.368089";0.0
132;46;12;221;"2019-08-23 10:24:29";"2019-08-23 10:29:18.792712";0.0
133;49;17;235;"2019-08-23 10:27:33";"2019-08-23 10:29:21.590326";0.0
134;46;23;222;"2019-08-23 10:28:42";"2019-08-23 10:29:35.218169";0.0
135;48;19;232;"2019-08-23 10:27:11";"2019-08-23 10:29:41.110123";0.0
136;48;14;231;"2019-08-23 10:28:09";"2019-08-23 10:29:45.649871";1.0
137;49;9;235;"2019-08-23 10:26:52";"2019-08-23 10:29:51.528805";0.0
138;45;11;214;"2019-08-23 10:26:57";"2019-08-23 10:30:11.528805";1.0
139;49;19;235;"2019-08-23 10:29:47";"2019-08-23 10:30:39.509428";0.0
140;43;10;203;"2019-08-23 10:28:55";"2019-08-23 10:31:01.306309";1.0
141;50;22;241;"2019-08-23 10:28:16";"2019-08-23 10:31:07.111248";1.0
142;50;8;241;"2019-08-23 10:29:11";"2019-08-23 10:31:19.597705";1.0
143;46;15;218;"2019-08-23 10:26:40";"2019-08-23 10:31:25.006241";1.0
144;50;13;242;"2019-08-23 10:28:45";"2019-08-23 10:31:49.713921";0.0
145;50;17;239;"2019-08-23 10:29:26";"2019-08-23 10:32:17.206214";0.0
146;46;20;222;"2019-08-23 10:29:11";"2019-08-23 10:32:50.673415";0.0
147;46;16;222;"2019-08-23 10:26:09";"2019-08-23 10:32:50.811234";0.0
148;51;22;245;"2019-08-23 10:31:09";"2019-08-23 10:33:09.471735";1.0
149;50;9;241;"2019-08-23 10:29:55";"2019-08-23 10:33:18.172518";1.0
150;44;10;209;"2019-08-23 10:31:07";"2019-08-23 10:33:29.484566";0.0
151;50;19;242;"2019-08-23 10:30:41";"2019-08-23 10:33:34.932625";0.0
152;48;15;231;"2019-08-23 10:31:31";"2019-08-23 10:33:59.926848";1.0
153;48;23;231;"2019-08-23 10:29:45";"2019-08-23 10:34:09.404271";1.0
154;48;12;228;"2019-08-23 10:29:21";"2019-08-23 10:34:23.725031";0.0
155;48;16;231;"2019-08-23 10:32:56";"2019-08-23 10:34:32.483616";1.0
156;51;9;245;"2019-08-23 10:33:21";"2019-08-23 10:34:33.473641";1.0
157;51;8;243;"2019-08-23 10:31:23";"2019-08-23 10:34:44.161174";0.0
158;49;23;237;"2019-08-23 10:34:13";"2019-08-23 10:34:52.3074";0.0
159;52;22;250;"2019-08-23 10:33:15";"2019-08-23 10:35:18.943958";1.0
160;51;17;245;"2019-08-23 10:32:20";"2019-08-23 10:35:23.722771";1.0
161;46;21;218;"2019-08-23 10:25:24";"2019-08-23 10:35:28.65895";1.0
162;45;10;215;"2019-08-23 10:33:31";"2019-08-23 10:35:34.376493";0.0
163;48;20;229;"2019-08-23 10:32:54";"2019-08-23 10:35:37.61212";0.0
164;49;14;236;"2019-08-23 10:29:49";"2019-08-23 10:35:49.269578";0.0
165;51;13;247;"2019-08-23 10:31:53";"2019-08-23 10:36:01.737756";0.0
166;52;9;250;"2019-08-23 10:34:36";"2019-08-23 10:36:05.222031";1.0
167;52;17;250;"2019-08-23 10:35:27";"2019-08-23 10:36:24.459288";1.0
168;51;19;245;"2019-08-23 10:33:37";"2019-08-23 10:36:38.750356";1.0
169;53;17;256;"2019-08-23 10:36:31";"2019-08-23 10:36:46.522166";0.0
170;46;18;220;"2019-08-23 10:25:21";"2019-08-23 10:36:52.139636";0.0
171;53;22;253;"2019-08-23 10:35:21";"2019-08-23 10:37:17.602489";1.0
172;49;15;235;"2019-08-23 10:34:03";"2019-08-23 10:37:24.258997";0.0
173;53;9;253;"2019-08-23 10:36:09";"2019-08-23 10:37:32.209559";1.0
174;49;20;236;"2019-08-23 10:35:41";"2019-08-23 10:37:34.207922";0.0
175;48;21;229;"2019-08-23 10:35:34";"2019-08-23 10:37:41.9236";0.0
176;52;8;248;"2019-08-23 10:34:47";"2019-08-23 10:37:43.179588";0.0
177;52;19;250;"2019-08-23 10:36:41";"2019-08-23 10:37:43.581469";1.0
178;49;20;236;"2019-08-23 10:37:39";"2019-08-23 10:37:55.092641";0.0
179;49;16;235;"2019-08-23 10:34:35";"2019-08-23 10:38:12.014839";0.0
180;50;23;241;"2019-08-23 10:34:57";"2019-08-23 10:38:18.256938";1.0
181;49;12;234;"2019-08-23 10:34:32";"2019-08-23 10:38:26.245862";0.0
182;54;22;258;"2019-08-23 10:37:20";"2019-08-23 10:38:48.044008";0.0
183;54;9;258;"2019-08-23 10:37:36";"2019-08-23 10:39:00.817706";0.0
184;46;11;220;"2019-08-23 10:30:14";"2019-08-23 10:39:04.656737";0.0
185;53;19;253;"2019-08-23 10:37:53";"2019-08-23 10:39:20.592565";1.0
186;50;14;240;"2019-08-23 10:35:52";"2019-08-23 10:39:22.848921";0.0
187;54;17;262;"2019-08-23 10:36:48";"2019-08-23 10:39:28.020517";0.0
188;49;21;237;"2019-08-23 10:37:45";"2019-08-23 10:39:42.304227";0.0
189;51;23;244;"2019-08-23 10:38:27";"2019-08-23 10:40:08.392446";0.0
190;48;18;231;"2019-08-23 10:36:57";"2019-08-23 10:40:11.903329";1.0
191;52;13;250;"2019-08-23 10:36:07";"2019-08-23 10:40:15.162763";1.0
192;53;8;253;"2019-08-23 10:37:48";"2019-08-23 10:40:18.534681";1.0
193;50;16;241;"2019-08-23 10:38:19";"2019-08-23 10:40:21.84678";1.0
194;50;15;240;"2019-08-23 10:37:27";"2019-08-23 10:40:33.579109";0.0
195;50;20;242;"2019-08-23 10:37:57";"2019-08-23 10:40:46.007167";0.0
196;48;11;229;"2019-08-23 10:39:08";"2019-08-23 10:40:52.331424";0.0
197;54;19;258;"2019-08-23 10:39:23";"2019-08-23 10:41:09.516071";0.0
198;51;16;245;"2019-08-23 10:40:27";"2019-08-23 10:41:28.632849";1.0
199;51;14;247;"2019-08-23 10:39:27";"2019-08-23 10:41:30.831872";0.0
200;54;8;259;"2019-08-23 10:40:20";"2019-08-23 10:42:08.392094";0.0
201;50;12;240;"2019-08-23 10:38:29";"2019-08-23 10:42:12.40352";0.0
202;52;16;250;"2019-08-23 10:41:31";"2019-08-23 10:42:15.794752";1.0
203;50;21;241;"2019-08-23 10:39:46";"2019-08-23 10:42:23.892369";1.0
204;49;18;235;"2019-08-23 10:40:15";"2019-08-23 10:42:28.819342";0.0
205;52;23;250;"2019-08-23 10:40:12";"2019-08-23 10:42:37.490573";1.0
206;53;13;253;"2019-08-23 10:40:19";"2019-08-23 10:42:41.7726";1.0
207;55;17;265;"2019-08-23 10:39:30";"2019-08-23 10:42:44.787738";0.0
208;53;23;257;"2019-08-23 10:42:41";"2019-08-23 10:43:00.29051";0.0
209;49;11;233;"2019-08-23 10:40:59";"2019-08-23 10:43:00.886481";1.0
210;52;14;250;"2019-08-23 10:41:36";"2019-08-23 10:43:05.680808";1.0
211;51;13;247;"2019-08-23 10:42:51";"2019-08-23 10:43:07.902187";0.0
212;51;15;245;"2019-08-23 10:40:36";"2019-08-23 10:43:29.933979";1.0
213;51;20;247;"2019-08-23 10:40:48";"2019-08-23 10:43:31.392372";0.0
214;55;19;264;"2019-08-23 10:41:12";"2019-08-23 10:43:37.717748";0.0
215;53;16;257;"2019-08-23 10:42:18";"2019-08-23 10:44:01.203014";0.0
216;55;9;264;"2019-08-23 10:39:04";"2019-08-23 10:44:01.839006";0.0
217;55;8;263;"2019-08-23 10:42:10";"2019-08-23 10:44:07.771066";0.0
218;56;17;269;"2019-08-23 10:42:46";"2019-08-23 10:44:26.332125";1.0
219;50;18;239;"2019-08-23 10:42:32";"2019-08-23 10:44:29.10313";0.0
220;51;21;245;"2019-08-23 10:42:28";"2019-08-23 10:44:41.301363";1.0
221;51;11;245;"2019-08-23 10:43:08";"2019-08-23 10:44:49.888722";1.0
222;52;15;250;"2019-08-23 10:43:32";"2019-08-23 10:44:54.070679";1.0
223;54;23;258;"2019-08-23 10:43:02";"2019-08-23 10:45:00.157465";0.0
224;55;13;267;"2019-08-23 10:43:13";"2019-08-23 10:45:10.76966";0.0
225;51;12;247;"2019-08-23 10:42:17";"2019-08-23 10:45:10.963304";0.0
226;54;16;261;"2019-08-23 10:44:03";"2019-08-23 10:45:42.738913";1.0
227;56;9;268;"2019-08-23 10:44:04";"2019-08-23 10:45:44.62654";0.0
228;47;17;227;"2019-08-23 10:44:43";"2019-08-23 10:45:52.762";1.0
229;53;14;255;"2019-08-23 10:43:09";"2019-08-23 10:46:05.324255";0.0
230;55;23;267;"2019-08-23 10:45:03";"2019-08-23 10:46:05.64251";0.0
231;55;16;267;"2019-08-23 10:45:45";"2019-08-23 10:46:07.654605";0.0
232;52;11;250;"2019-08-23 10:44:52";"2019-08-23 10:46:10.85867";1.0
233;46;10;220;"2019-08-23 10:35:50";"2019-08-23 10:46:27.304312";0.0
234;54;13;261;"2019-08-23 10:45:13";"2019-08-23 10:46:31.237125";1.0
235;52;21;249;"2019-08-23 10:44:44";"2019-08-23 10:46:39.238926";0.0
236;51;18;246;"2019-08-23 10:44:32";"2019-08-23 10:46:39.481168";0.0
237;53;15;253;"2019-08-23 10:44:57";"2019-08-23 10:46:42.256651";1.0
238;53;21;257;"2019-08-23 10:46:42";"2019-08-23 10:46:45.569594";0.0
239;54;21;262;"2019-08-23 10:46:50";"2019-08-23 10:46:52.053109";0.0
240;55;21;267;"2019-08-23 10:46:53";"2019-08-23 10:46:55.170252";0.0
241;56;21;272;"2019-08-23 10:46:56";"2019-08-23 10:46:58.523753";0.0
242;56;19;269;"2019-08-23 10:43:40";"2019-08-23 10:47:07.894467";1.0
243;52;20;250;"2019-08-23 10:43:34";"2019-08-23 10:47:09.45753";1.0
244;54;11;258;"2019-08-23 10:46:30";"2019-08-23 10:47:26.336426";0.0
245;56;16;269;"2019-08-23 10:46:09";"2019-08-23 10:47:36.952859";1.0
246;54;14;261;"2019-08-23 10:46:08";"2019-08-23 10:47:40.107708";1.0
247;52;12;250;"2019-08-23 10:45:13";"2019-08-23 10:47:43.46934";1.0
248;53;21;257;"2019-08-23 10:47:01";"2019-08-23 10:47:51.345327";0.0
249;56;23;269;"2019-08-23 10:46:08";"2019-08-23 10:47:57.9121";1.0
250;55;22;266;"2019-08-23 10:38:50";"2019-08-23 10:47:58.200019";1.0
251;56;8;269;"2019-08-23 10:44:10";"2019-08-23 10:48:04.961347";1.0
252;54;15;258;"2019-08-23 10:46:45";"2019-08-23 10:48:30.322484";0.0
253;47;19;225;"2019-08-23 10:47:14";"2019-08-23 10:48:34.295541";0.0
254;56;8;269;"2019-08-23 10:48:08";"2019-08-23 10:48:48.414427";1.0
255;54;15;261;"2019-08-23 10:48:34";"2019-08-23 10:48:58.564538";1.0
256;47;11;227;"2019-08-23 10:48:44";"2019-08-23 10:49:05.29952";1.0
257;56;13;269;"2019-08-23 10:46:36";"2019-08-23 10:49:07.857088";1.0
258;52;18;250;"2019-08-23 10:46:41";"2019-08-23 10:49:11.591611";1.0
259;54;21;258;"2019-08-23 10:47:57";"2019-08-23 10:49:14.288402";0.0
260;48;10;229;"2019-08-23 10:46:29";"2019-08-23 10:49:20.859123";0.0
261;50;11;240;"2019-08-23 10:49:10";"2019-08-23 10:49:26.640142";0.0
262;56;22;271;"2019-08-23 10:48:00";"2019-08-23 10:49:31.85887";0.0
263;55;9;266;"2019-08-23 10:45:47";"2019-08-23 10:49:34.867006";1.0
264;53;11;255;"2019-08-23 10:49:28";"2019-08-23 10:49:40.124989";0.0
265;55;11;265;"2019-08-23 10:49:42";"2019-08-23 10:49:54.637093";0.0
266;53;20;257;"2019-08-23 10:47:11";"2019-08-23 10:49:58.854683";0.0
267;56;11;271;"2019-08-23 10:49:56";"2019-08-23 10:49:58.95047";0.0
268;56;13;269;"2019-08-23 10:49:15";"2019-08-23 10:50:02.485959";1.0
269;53;17;255;"2019-08-23 10:46:11";"2019-08-23 10:50:07.469332";0.0
270;41;19;196;"2019-08-23 10:48:40";"2019-08-23 10:50:37.984922";1.0
271;51;17;245;"2019-08-23 10:50:32";"2019-08-23 10:50:54.886948";1.0
272;53;18;253;"2019-08-23 10:49:14";"2019-08-23 10:51:16.283014";1.0
273;53;12;253;"2019-08-23 10:47:46";"2019-08-23 10:51:16.633394";1.0
274;49;17;235;"2019-08-23 10:51:18";"2019-08-23 10:51:57.335666";0.0
275;55;16;266;"2019-08-23 10:47:39";"2019-08-23 10:52:03.432726";1.0
276;46;9;221;"2019-08-23 10:49:41";"2019-08-23 10:52:04.11634";0.0
277;54;20;261;"2019-08-23 10:50:01";"2019-08-23 10:52:22.12589";1.0
278;55;23;267;"2019-08-23 10:48:00";"2019-08-23 10:52:34.687947";0.0
279;56;21;269;"2019-08-23 10:49:22";"2019-08-23 10:52:35.43896";1.0
280;46;13;221;"2019-08-23 10:50:33";"2019-08-23 10:52:39.625802";0.0
281;56;11;269;"2019-08-23 10:50:26";"2019-08-23 10:52:57.852936";1.0
282;42;19;199;"2019-08-23 10:50:42";"2019-08-23 10:52:59.299081";0.0
283;54;18;262;"2019-08-23 10:51:18";"2019-08-23 10:53:01.201336";0.0
284;55;20;267;"2019-08-23 10:52:24";"2019-08-23 10:53:35.661933";0.0
285;54;12;258;"2019-08-23 10:51:19";"2019-08-23 10:53:42.408565";0.0
286;55;15;266;"2019-08-23 10:49:01";"2019-08-23 10:54:01.861464";1.0
287;43;19;203;"2019-08-23 10:53:04";"2019-08-23 10:54:08.9187";1.0
288;44;19;209;"2019-08-23 10:54:12";"2019-08-23 10:54:34.915546";0.0
289;49;10;236;"2019-08-23 10:49:23";"2019-08-23 10:54:45.292826";0.0
290;56;20;270;"2019-08-23 10:53:37";"2019-08-23 10:55:19.739647";0.0
291;50;10;240;"2019-08-23 10:54:48";"2019-08-23 10:55:28.34646";0.0
292;55;14;266;"2019-08-23 10:47:42";"2019-08-23 10:55:50.356643";1.0
293;55;21;266;"2019-08-23 10:52:38";"2019-08-23 10:56:18.803726";1.0
294;55;12;266;"2019-08-23 10:53:45";"2019-08-23 10:56:34.373474";1.0
295;56;20;270;"2019-08-23 10:56:19";"2019-08-23 10:56:45.913004";0.0
296;45;19;214;"2019-08-23 10:54:38";"2019-08-23 10:56:56.920223";1.0
297;45;23;214;"2019-08-23 10:52:41";"2019-08-23 10:57:05.067086";1.0
298;55;18;264;"2019-08-23 10:53:04";"2019-08-23 10:57:14.583017";0.0
299;49;23;237;"2019-08-23 10:57:21";"2019-08-23 10:57:26.294624";0.0
300;56;12;269;"2019-08-23 10:56:37";"2019-08-23 10:57:31.936827";1.0
301;56;15;270;"2019-08-23 10:54:04";"2019-08-23 10:57:39.99097";0.0
302;46;23;222;"2019-08-23 10:57:29";"2019-08-23 10:58:03.058677";0.0
303;51;10;246;"2019-08-23 10:55:30";"2019-08-23 10:58:05.742657";0.0
304;52;10;250;"2019-08-23 10:58:09";"2019-08-23 10:58:13.804939";1.0
305;55;11;266;"2019-08-23 10:53:01";"2019-08-23 10:58:18.952474";1.0
306;56;15;269;"2019-08-23 10:57:43";"2019-08-23 10:58:23.834872";1.0
307;52;19;250;"2019-08-23 10:57:34";"2019-08-23 10:58:36.567436";1.0
308;56;14;271;"2019-08-23 10:55:52";"2019-08-23 10:58:36.663502";0.0
309;54;10;259;"2019-08-23 10:58:16";"2019-08-23 10:58:41.182279";0.0
310;55;10;264;"2019-08-23 10:58:43";"2019-08-23 10:58:45.893554";0.0
311;56;20;271;"2019-08-23 10:56:48";"2019-08-23 10:59:10.2668";0.0
312;56;18;269;"2019-08-23 10:57:17";"2019-08-23 10:59:14.384138";1.0
313;47;12;224;"2019-08-23 10:57:33";"2019-08-23 10:59:29.765904";0.0
314;53;11;256;"2019-08-23 10:58:31";"2019-08-23 10:59:48.138575";0.0
315;56;10;271;"2019-08-23 10:58:49";"2019-08-23 11:00:15.258445";0.0
316;47;3;225;"2019-08-23 11:00:00";"2019-08-23 11:00:19.65078";0.0
317;49;23;237;"2019-08-23 10:58:11";"2019-08-23 11:00:22.836129";0.0
318;1;24;1;"2019-08-23 11:39:35";"2019-08-23 11:39:48.543379";1.0
319;3;24;9;"2019-08-23 11:39:57";"2019-08-23 11:40:24.525672";0.0
320;3;24;12;"2019-08-23 11:42:19";"2019-08-23 11:42:34.239763";1.0
321;5;24;19;"2019-08-23 11:42:41";"2019-08-23 11:46:29.022097";0.0
322;5;24;17;"2019-08-23 11:48:09";"2019-08-23 11:49:25.04389";0.0
323;2;24;8;"2019-08-23 11:49:38";"2019-08-23 11:49:56.674152";1.0
324;4;24;14;"2019-08-23 11:50:00";"2019-08-23 11:50:13.026723";1.0
325;6;24;22;"2019-08-23 11:50:25";"2019-08-23 11:50:32.208143";1.0
326;57;3;274;"2019-08-23 12:09:23";"2019-08-23 12:09:32.77904";0.0
327;57;33;276;"2019-08-23 12:08:56";"2019-08-23 12:10:01.959384";1.0
328;57;34;276;"2019-08-23 12:08:56";"2019-08-23 12:10:33.118336";1.0
329;58;33;280;"2019-08-23 12:10:07";"2019-08-23 12:10:48.679688";0.0
330;57;34;276;"2019-08-23 12:10:39";"2019-08-23 12:10:51.499131";1.0
331;57;29;276;"2019-08-23 12:09:50";"2019-08-23 12:10:58.454003";1.0
332;57;34;277;"2019-08-23 12:11:14";"2019-08-23 12:11:20.794944";0.0
