id;is_correct;question_id
439;f;90
440;f;90
441;f;91
442;t;91
443;f;92
444;f;92
445;f;92
446;t;92
447;f;93
448;f;93
449;t;93
450;f;93
451;t;94
452;f;94
453;f;94
454;f;94
455;f;95
456;f;95
457;f;95
458;t;95
459;f;96
460;t;96
461;f;96
462;f;96
463;f;97
464;t;97
465;f;97
466;f;97
467;f;98
468;f;98
469;f;98
470;t;98
471;f;99
472;t;99
473;f;99
474;f;99
475;f;100
476;f;100
477;f;100
478;t;100
479;t;101
480;f;101
481;f;101
483;f;102
484;t;102
485;f;102
486;f;102
487;f;103
488;t;103
489;f;103
490;f;103
491;f;104
492;f;104
493;f;104
494;t;104
495;t;105
496;f;105
497;f;105
498;f;105
499;f;106
500;f;106
501;t;106
502;f;106
503;f;107
504;f;107
505;f;107
506;t;107
507;f;108
508;t;108
509;t;109
510;f;109
482;f;101
511;t;110
512;f;110
513;f;110
514;f;110
515;f;111
516;f;111
517;f;111
518;t;111
519;t;112
520;f;112
521;f;112
522;f;112
523;f;113
524;f;113
525;t;113
526;f;113
527;f;114
528;f;114
529;f;114
530;t;114
531;f;115
532;t;115
533;f;115
534;f;115
535;f;116
536;f;116
537;t;116
538;t;116
539;t;117
540;f;117
541;f;117
542;f;117
543;f;118
544;t;118
545;f;118
546;f;118
547;f;119
548;f;119
549;t;119
550;f;119
551;f;120
552;t;120
553;f;120
554;f;120
555;f;121
556;t;121
557;f;121
558;f;121
559;f;122
560;f;122
561;t;122
562;f;122
563;t;123
564;f;123
565;f;123
566;f;123
567;f;124
569;f;124
568;f;124
570;t;124
571;f;125
572;f;125
573;t;125
574;f;125
575;f;126
576;f;126
577;f;126
578;t;126
579;f;127
580;t;127
581;f;127
582;f;127
583;f;128
584;f;128
585;f;128
586;t;128
587;f;129
588;f;129
589;f;129
590;t;129
591;f;130
592;t;130
593;f;130
594;f;130
595;f;131
596;t;131
597;f;131
598;f;131
599;f;132
600;f;132
601;f;132
602;t;132
603;t;133
604;f;133
605;f;133
606;f;133
607;f;134
608;f;134
609;t;134
610;f;134
611;f;135
612;t;135
613;f;135
614;f;135
615;f;136
617;f;136
618;f;136
616;t;136
619;f;137
620;t;137
621;f;137
622;f;137
623;f;138
624;t;138
625;f;138
626;f;138
627;f;139
628;f;139
629;t;139
630;f;139
631;f;140
632;t;140
633;f;140
634;f;140
635;f;141
636;f;141
637;t;141
638;f;141
639;f;142
640;f;142
641;t;142
642;f;142
643;t;143
644;f;143
645;f;143
646;f;143
647;f;144
648;f;144
649;t;144
650;f;144
651;f;145
652;t;145
653;f;145
654;f;145
655;f;146
656;t;146
657;f;146
658;f;146
659;f;147
660;f;147
661;f;147
662;t;147
663;f;148
664;t;148
665;f;148
666;f;148
667;f;149
668;t;149
669;f;149
670;f;149
671;f;150
672;t;150
673;f;150
674;f;150
675;f;151
676;t;151
677;f;151
678;f;151
679;f;152
680;f;152
681;t;152
682;f;152
683;f;153
684;f;153
685;t;153
686;f;153
687;t;154
688;f;154
689;f;154
690;f;154
691;t;155
692;f;155
693;f;155
694;f;155
695;f;156
696;f;156
697;t;156
698;f;156
699;f;157
700;f;157
701;t;157
702;f;157
703;f;158
704;f;158
705;t;158
706;f;158
707;f;159
708;t;159
709;f;159
710;f;159
711;f;160
712;f;160
713;t;160
714;f;160
715;f;161
716;f;161
717;t;161
718;f;161
719;f;162
720;f;162
721;f;162
722;t;162
723;f;163
724;f;163
725;t;163
726;f;163
727;t;164
728;f;164
729;f;164
730;f;164
731;f;165
732;f;165
733;f;165
734;t;165
735;f;166
736;f;166
737;t;166
738;f;166
739;t;167
740;f;167
741;f;167
742;f;167
743;f;168
744;f;168
745;t;168
746;f;168
747;t;169
748;f;169
749;f;169
750;f;169
751;f;170
752;t;170
831;f;191
755;f;171
756;t;171
757;f;171
758;f;171
832;f;191
759;f;172
760;t;172
761;f;172
762;f;172
763;f;173
764;f;173
765;t;173
766;f;173
767;t;174
768;f;174
769;f;174
770;f;174
771;f;175
772;t;175
773;f;175
774;f;175
754;f;170
753;f;170
775;f;176
776;t;176
777;f;176
778;f;176
779;t;177
780;f;177
781;f;177
782;f;177
783;t;178
784;f;178
785;f;178
786;f;178
787;f;179
788;t;179
789;f;179
790;f;179
791;t;180
792;f;180
793;f;180
794;f;180
795;f;181
796;t;181
797;f;181
798;f;181
799;f;182
800;t;182
801;f;183
802;t;183
803;f;184
804;f;184
805;f;184
806;t;184
811;f;186
812;f;186
813;t;186
814;f;186
815;f;187
816;f;187
817;f;187
818;t;187
819;t;188
820;f;188
821;f;188
822;f;188
823;f;189
824;f;189
825;t;189
826;f;189
827;f;190
828;f;190
829;f;190
830;t;190
833;t;191
834;f;191
835;t;192
836;f;192
837;f;192
838;f;192
839;f;193
840;f;193
841;f;193
842;t;193
843;f;194
844;f;194
845;t;194
846;f;194
847;f;195
848;t;195
849;f;195
850;f;195
851;t;196
852;f;196
853;f;196
854;f;196
855;f;197
856;f;197
857;f;197
858;t;197
859;f;198
860;f;198
861;f;198
862;t;198
863;t;199
864;f;199
865;f;199
866;f;199
867;t;200
868;f;200
869;f;200
870;f;200
871;f;201
872;t;201
873;f;201
874;f;201
875;f;202
876;f;202
877;t;202
878;f;202
879;f;203
880;f;203
881;t;203
882;f;203
883;f;204
884;t;204
885;f;204
886;f;204
887;f;205
888;f;205
889;t;205
890;f;205
891;f;206
892;f;206
893;t;206
894;f;206
895;t;207
896;f;207
897;f;207
898;f;207
899;t;208
900;f;208
975;f;227
976;f;227
977;t;227
902;f;208
901;f;208
903;t;209
904;f;209
905;f;209
906;f;209
907;f;210
908;f;210
909;t;210
910;f;210
911;f;211
912;f;211
913;f;211
914;t;211
915;f;212
916;f;212
917;f;212
918;t;212
919;f;213
920;f;213
921;f;213
922;t;213
923;f;214
924;f;214
925;f;214
926;t;214
935;f;217
936;f;217
937;t;217
938;f;217
939;f;218
940;f;218
941;f;218
942;t;218
947;f;220
948;t;220
949;f;220
950;f;220
951;f;221
952;t;221
953;f;221
954;f;221
955;f;222
956;t;222
957;f;222
958;f;222
959;f;223
960;f;223
961;t;223
962;f;223
963;f;224
964;t;224
965;f;224
966;f;224
967;f;225
968;f;225
969;f;225
970;t;225
971;t;226
972;f;226
973;f;226
974;f;226
978;t;227
979;f;228
980;f;228
981;t;228
982;f;228
983;f;229
984;t;229
985;f;229
986;f;229
987;f;230
988;t;230
989;f;230
990;f;230
991;f;231
992;f;231
993;t;231
994;f;231
995;f;232
996;t;232
997;f;232
998;f;232
999;f;233
1000;t;233
1001;f;233
1002;f;233
1003;f;234
1004;f;234
1005;t;234
1006;f;234
1007;f;235
1008;t;235
1009;f;235
1010;f;235
1011;f;236
1012;f;236
1013;f;236
1014;t;236
1015;f;237
1016;f;237
1017;t;237
1018;f;237
1019;f;238
1020;f;238
1021;f;238
1022;t;238
1023;f;239
1024;f;239
1025;t;239
1026;f;239
1027;f;240
1028;f;240
1029;t;240
1030;f;240
1031;f;241
1032;f;241
1033;t;241
1034;f;241
1035;t;242
1036;f;242
1037;f;242
1038;f;242
1039;f;243
1040;f;243
1041;f;243
1042;t;243
1043;f;244
1044;f;244
1045;f;244
1046;t;244
1047;f;245
1048;t;245
1049;f;245
1050;f;245
1051;f;246
1052;t;246
1053;f;246
1054;f;246
1055;f;247
1056;t;247
1057;f;247
1058;f;247
1059;f;248
1060;t;248
1061;f;248
1062;f;248
1063;f;249
1064;f;249
1065;t;249
1066;f;249
1067;f;250
1068;t;250
1069;f;250
1070;f;250
1071;f;251
1072;f;251
1073;f;251
1074;t;251
1075;t;252
1076;f;252
1077;f;252
1078;f;252
1079;f;253
1080;f;253
1081;t;253
1082;t;253
1083;f;254
1084;f;254
1085;t;254
1086;f;254
1087;f;255
1088;t;255
1089;f;255
1090;f;255
1091;f;256
1092;t;256
1093;f;256
1094;f;256
1095;f;257
1096;f;257
1097;t;257
1098;f;257
1099;f;258
1100;t;258
1101;f;258
1102;f;258
1103;f;259
1104;t;259
1105;f;259
1106;f;259
1107;f;260
1108;f;260
1109;t;260
1110;f;260
1111;f;261
1112;t;261
1113;f;261
1114;f;261
1115;f;262
1116;f;262
1117;f;262
1118;t;262
1119;f;263
1120;f;263
1121;t;263
1122;f;263
1123;f;264
1124;f;264
1125;f;264
1126;t;264
1127;f;265
1128;f;265
1129;t;265
1130;f;265
1131;f;266
1132;f;266
1133;t;266
1134;f;266
1139;t;268
1140;f;268
1141;f;268
1142;f;268
1151;f;271
1152;t;271
1153;f;271
1154;f;271
1155;f;272
1156;t;272
1157;f;272
1158;f;272
1159;f;273
1160;t;273
1161;f;273
1162;f;273
1163;f;274
1164;f;274
1165;t;274
1166;f;274
1167;f;275
1168;f;275
1169;t;275
1170;f;275
1171;f;276
1172;f;276
1173;f;276
1174;t;276
1175;f;277
1176;f;277
1177;t;277
1178;f;277
1179;f;278
1180;f;278
1181;f;278
1182;t;278
1183;f;279
1184;t;279
1185;f;279
1186;f;279
1187;t;280
1188;f;280
1189;f;280
1190;f;280
1191;f;281
1192;f;281
1193;t;281
1194;f;281
1195;f;282
1196;t;282
1197;f;282
1198;f;282
1199;f;283
1200;f;283
1201;f;283
1202;t;283
1203;t;284
1204;f;284
1205;f;284
1206;f;284
1207;t;285
1208;f;285
1209;f;285
1210;f;285
1211;f;286
1212;f;286
1213;f;286
1214;t;286
1215;t;287
1216;f;287
1217;f;287
1218;f;287
1219;f;288
1220;f;288
1221;t;288
1222;f;288
1223;f;289
1224;t;289
1225;f;289
1226;f;289
1227;t;290
1228;f;290
1229;f;290
1230;f;290
1231;f;291
1232;f;291
1233;t;291
1234;f;291
1235;f;292
1236;t;292
1237;f;292
1238;f;292
1239;f;293
1240;f;293
1241;t;293
1242;f;293
1243;t;294
1244;f;294
1245;f;294
1246;f;294
1247;f;295
1248;t;295
1249;f;295
1250;f;295
1251;f;296
1252;f;296
1253;f;296
1254;t;296
1255;f;297
1256;f;297
1257;t;297
1258;f;297
1259;f;298
1260;f;298
1261;t;298
1262;f;298
1263;t;299
1264;f;299
1265;f;299
1266;f;299
1267;f;300
1268;f;300
1269;t;300
1270;f;300
1271;f;301
1272;f;301
1273;t;301
1274;f;301
1275;f;302
1276;f;302
1277;f;302
1278;t;302
1279;f;303
1280;f;303
1281;t;303
1282;f;303
1283;f;304
1284;t;304
1285;f;304
1286;f;304
1288;f;305
1289;f;305
1287;f;305
1290;t;305
1291;f;306
1292;f;306
1293;f;306
1294;t;306
1296;f;307
1297;t;307
1298;f;307
1295;f;307
1299;t;308
1300;f;308
1301;f;308
1302;f;308
1303;f;309
1304;f;309
1305;t;309
1306;f;309
1307;f;310
1308;t;310
1309;f;310
1310;f;310
1311;t;311
1312;f;311
1313;f;311
1314;f;311
1315;f;312
1316;t;312
1317;f;312
1318;f;312
1319;f;313
1320;f;313
1321;t;313
1322;f;313
1323;t;314
1324;f;314
1325;f;314
1326;f;314
1327;f;315
1328;t;315
1329;f;315
1330;f;315
1331;t;316
1332;f;316
1333;f;316
1334;f;316
1335;f;317
1336;t;317
1337;f;317
1338;f;317
1339;f;318
1340;f;318
1341;t;318
1342;f;318
1343;t;319
1344;f;319
1345;f;319
1346;f;319
1347;f;320
1348;f;320
1349;f;320
1350;t;320
1351;f;321
1352;t;321
1353;f;321
1354;f;321
1355;f;322
1356;t;322
1357;f;322
1358;f;322
1359;f;323
1360;f;323
1361;f;323
1362;t;323
1363;f;324
1364;t;324
1365;f;324
1366;f;324
